date, DJ close, DJ % change, Unemployment, Unemployment % change, civilian rate, civilian % change, bank borrowing, bank borrowing % change
Sun Dec 17 22:00:00 EST 2000,426142.4131,0.0999999303057718,3.9,0.0,67.0,0.0,1153040.9,0.0
Mon Dec 18 22:00:00 EST 2000,426568.1295,0.09990003034503765,3.9,0.0,67.0,0.0,1153040.9,0.0
Tue Dec 19 22:00:00 EST 2000,426994.6976,0.09999999308434813,3.9,0.0,67.0,0.0,1153040.9,0.0
Wed Dec 20 22:00:00 EST 2000,427421.6923,0.10000000056206344,3.9,0.0,67.0,0.0,1178768.1,2.231247824773621
Thu Dec 21 22:00:00 EST 2000,427849.114,0.10000000180150105,3.9,0.0,67.0,0.0,1178768.1,0.0
Fri Dec 22 22:00:00 EST 2000,428276.9631,0.09999999672781656,3.9,0.0,67.0,0.0,1178768.1,0.0
Sat Dec 23 22:00:00 EST 2000,428705.882925,0.10015010424453763,3.9,0.0,67.0,0.0,1178768.1,0.0
Sun Dec 24 22:00:00 EST 2000,429134.80275,0.1000499041612236,3.9,0.0,67.0,0.0,1178768.1,0.0
Mon Dec 25 22:00:00 EST 2000,429563.722575,0.09994990437769806,3.9,0.0,67.0,0.0,1178768.1,0.0
Tue Dec 26 22:00:00 EST 2000,429992.6424,0.09985010429392167,3.9,0.0,67.0,0.0,1178768.1,0.0
Wed Dec 27 22:00:00 EST 2000,430422.635,0.09999999013936564,3.9,0.0,67.0,0.0,1170380.6,-0.7115479287232153
Thu Dec 28 22:00:00 EST 2000,430853.0576,0.09999999186845523,3.9,0.0,67.0,0.0,1170380.6,0.0
Fri Dec 29 22:00:00 EST 2000,431283.9107,0.10000000984094386,3.9,0.0,67.0,0.0,1170380.6,0.0
Sat Dec 30 22:00:00 EST 2000,431715.841975,0.10015010165784531,3.9,0.0,67.0,0.0,1170380.6,0.0
Sun Dec 31 22:00:00 EST 2000,432147.77324999997,0.10004990157970466,3.9,0.0,67.0,0.0,1170380.6,0.0
Mon Jan 01 22:00:00 EST 2001,432579.70452499995,0.09994990180132345,4.2,7.6923076923077,67.2,0.2985074626865714,1170380.6,0.0
Tue Jan 02 22:00:00 EST 2001,433011.6358,0.09985010172271652,4.2,0.0,67.2,0.0,1170380.6,0.0
Wed Jan 03 22:00:00 EST 2001,433444.6474,0.09999999173233005,4.2,0.0,67.2,0.0,1185700.0,1.3089246352853
Thu Jan 04 22:00:00 EST 2001,433878.0921,0.10000001213534254,4.2,0.0,67.2,0.0,1185700.0,0.0
Fri Jan 05 22:00:00 EST 2001,434311.9701,0.09999997877283187,4.2,0.0,67.2,0.0,1185700.0,0.0
Sat Jan 06 22:00:00 EST 2001,434746.7165333333,0.1001000348282409,4.2,0.0,67.2,0.0,1185700.0,0.0
Sun Jan 07 22:00:00 EST 2001,435181.4629666667,0.0999999348586326,4.2,0.0,67.2,0.0,1185700.0,0.0
Mon Jan 08 22:00:00 EST 2001,435616.2094,0.09990003488880664,4.2,0.0,67.2,0.0,1185700.0,0.0
Tue Jan 09 22:00:00 EST 2001,436051.8256,0.09999999784213481,4.2,0.0,67.2,0.0,1185700.0,0.0
Wed Jan 10 22:00:00 EST 2001,436487.8775,0.10000001706219676,4.2,0.0,67.2,0.0,1183398.5,-0.19410474824997892
Thu Jan 11 22:00:00 EST 2001,436924.3653,0.09999998224463921,4.2,0.0,67.2,0.0,1183398.5,0.0
Fri Jan 12 22:00:00 EST 2001,437361.2897,0.10000000794188212,4.2,0.0,67.2,0.0,1183398.5,0.0
Sat Jan 13 22:00:00 EST 2001,437799.30747500004,0.10015010137281813,4.2,0.0,67.2,0.0,1183398.5,0.0
Sun Jan 14 22:00:00 EST 2001,438237.32525000005,0.10004990129524755,4.2,0.0,67.2,0.0,1183398.5,0.0
Mon Jan 15 22:00:00 EST 2001,438675.34302500007,0.09994990151743464,4.2,0.0,67.2,0.0,1183398.5,0.0
Tue Jan 16 22:00:00 EST 2001,439113.3608,0.09985010143936765,4.2,0.0,67.2,0.0,1183398.5,0.0
Wed Jan 17 22:00:00 EST 2001,439552.4741,0.09999998615390984,4.2,0.0,67.2,0.0,1187210.3,0.32210620513715765
Thu Jan 18 22:00:00 EST 2001,439992.0266,0.10000000589235467,4.2,0.0,67.2,0.0,1187210.3,0.0
Fri Jan 19 22:00:00 EST 2001,440432.0186,0.09999999395444216,4.2,0.0,67.2,0.0,1187210.3,0.0
Sat Jan 20 22:00:00 EST 2001,440872.8912,0.10010003391701695,4.2,0.0,67.2,0.0,1187210.3,0.0
Sun Jan 21 22:00:00 EST 2001,441313.7638,0.0999999339492168,4.2,0.0,67.2,0.0,1187210.3,0.0
Mon Jan 22 22:00:00 EST 2001,441754.6364,0.09990003398122033,4.2,0.0,67.2,0.0,1187210.3,0.0
Tue Jan 23 22:00:00 EST 2001,442196.3911,0.10000001439713026,4.2,0.0,67.2,0.0,1187210.3,0.0
Wed Jan 24 22:00:00 EST 2001,442638.5875,0.10000000201268383,4.2,0.0,67.2,0.0,1231126.1,3.699075050140657
Thu Jan 25 22:00:00 EST 2001,443081.2261,0.10000000282397559,4.2,0.0,67.2,0.0,1231126.1,0.0
Fri Jan 26 22:00:00 EST 2001,443524.3073,0.09999999410942245,4.2,0.0,67.2,0.0,1231126.1,0.0
Sat Jan 27 22:00:00 EST 2001,443968.27526666666,0.10010003045140385,4.2,0.0,67.2,0.0,1231126.1,0.0
Sun Jan 28 22:00:00 EST 2001,444412.24323333334,0.09999993049053145,4.2,0.0,67.2,0.0,1231126.1,0.0
Mon Jan 29 22:00:00 EST 2001,444856.2112,0.09990003052944199,4.2,0.0,67.2,0.0,1231126.1,0.0
Tue Jan 30 22:00:00 EST 2001,445301.0674,0.0999999974823281,4.2,0.0,67.2,0.0,1231126.1,0.0
Wed Jan 31 22:00:00 EST 2001,445746.3685,0.10000000732088576,4.2,0.0,67.2,0.0,1226876.4,-0.3451880355716759
Thu Feb 01 22:00:00 EST 2001,446192.1149,0.10000000706679985,4.2,0.0,67.1,-0.1488095238095365,1226876.4,0.0
Fri Feb 02 22:00:00 EST 2001,446638.307,0.09999999666062806,4.2,0.0,67.1,0.0,1226876.4,0.0
Sat Feb 03 22:00:00 EST 2001,447085.3921,0.10010003463496599,4.2,0.0,67.1,0.0,1226876.4,0.0
Sun Feb 04 22:00:00 EST 2001,447532.47719999996,0.09999993466571763,4.2,0.0,67.1,0.0,1226876.4,0.0
Mon Feb 05 22:00:00 EST 2001,447979.5623,0.09990003469630333,4.2,0.0,67.1,0.0,1226876.4,0.0
Tue Feb 06 22:00:00 EST 2001,448427.5418,0.09999998609311911,4.2,0.0,67.1,0.0,1226876.4,0.0
Wed Feb 07 22:00:00 EST 2001,448875.9694,0.10000001297868441,4.2,0.0,67.1,0.0,1196253.1,-2.4960379056928486
Thu Feb 08 22:00:00 EST 2001,449324.8453,0.09999998453915553,4.2,0.0,67.1,0.0,1196253.1,0.0
Fri Feb 09 22:00:00 EST 2001,449774.1702,0.100000012173822,4.2,0.0,67.1,0.0,1196253.1,0.0
Sat Feb 10 22:00:00 EST 2001,450224.3943,0.10010003460176294,4.2,0.0,67.1,0.0,1196253.1,0.0
Sun Feb 11 22:00:00 EST 2001,450674.61840000004,0.09999993463260691,4.2,0.0,67.1,0.0,1196253.1,0.0
Mon Feb 12 22:00:00 EST 2001,451124.8425,0.0999000346632328,4.2,0.0,67.1,0.0,1196253.1,0.0
Tue Feb 13 22:00:00 EST 2001,451575.9673,0.09999999057910239,4.2,0.0,67.1,0.0,1196253.1,0.0
Wed Feb 14 22:00:00 EST 2001,452027.5433,0.10000000724130673,4.2,0.0,67.1,0.0,1203007.3,0.564612956906858
Thu Feb 15 22:00:00 EST 2001,452479.5708,0.09999999042093048,4.2,0.0,67.1,0.0,1203007.3,0.0
Fri Feb 16 22:00:00 EST 2001,452932.0504,0.10000000645333457,4.2,0.0,67.1,0.0,1203007.3,0.0
Sat Feb 17 22:00:00 EST 2001,453385.6623,0.10015009968921777,4.2,0.0,67.1,0.0,1203007.3,0.0
Sun Feb 18 22:00:00 EST 2001,453839.27420000004,0.10004989961501437,4.2,0.0,67.1,0.0,1203007.3,0.0
Mon Feb 19 22:00:00 EST 2001,454292.8861,0.09994989984054577,4.2,0.0,67.1,0.0,1203007.3,0.0
Tue Feb 20 22:00:00 EST 2001,454746.498,0.09985009976585192,4.2,0.0,67.1,0.0,1203007.3,0.0
Wed Feb 21 22:00:00 EST 2001,455201.2445,0.10000000043979451,4.2,0.0,67.1,0.0,1185110.9,-1.4876385205642675
Thu Feb 22 22:00:00 EST 2001,455656.4457,0.09999999022410634,4.2,0.0,67.1,0.0,1185110.9,0.0
Fri Feb 23 22:00:00 EST 2001,456112.1022,0.100000011916882,4.2,0.0,67.1,0.0,1185110.9,0.0
Sat Feb 24 22:00:00 EST 2001,456568.6705666667,0.10010003340504953,4.2,0.0,67.1,0.0,1185110.9,0.0
Sun Feb 25 22:00:00 EST 2001,457025.2389333333,0.09999993343826005,4.2,0.0,67.1,0.0,1185110.9,0.0
Mon Feb 26 22:00:00 EST 2001,457481.8073,0.09990003347129668,4.2,0.0,67.1,0.0,1185110.9,0.0
Tue Feb 27 22:00:00 EST 2001,457939.2891,0.09999999840431004,4.2,0.0,67.1,0.0,1185110.9,0.0
Wed Feb 28 22:00:00 EST 2001,458397.2284,0.10000000238023414,4.2,0.0,67.1,0.0,1191388.2,0.5296803868735025
Thu Mar 01 22:00:00 EST 2001,458855.6256,0.09999999380450153,4.3,2.3809523809523725,67.2,0.14903129657229292,1191388.2,0.0
Fri Mar 02 22:00:00 EST 2001,459314.4812,0.09999999442089255,4.3,0.0,67.2,0.0,1191388.2,0.0
Sat Mar 03 22:00:00 EST 2001,459774.25516666664,0.10010003722622893,4.3,0.0,67.2,0.0,1191388.2,0.0
Sun Mar 04 22:00:00 EST 2001,460234.02913333336,0.09999993725182633,4.3,0.0,67.2,0.0,1191388.2,0.0
Mon Mar 05 22:00:00 EST 2001,460693.8031,0.09990003727722188,4.3,0.0,67.2,0.0,1191388.2,0.0
Tue Mar 06 22:00:00 EST 2001,461154.4969,0.09999999932710366,4.3,0.0,67.2,0.0,1191388.2,0.0
Wed Mar 07 22:00:00 EST 2001,461615.6514,0.10000000067221419,4.3,0.0,67.2,0.0,1179866.3,-0.9670987172778702
Thu Mar 08 22:00:00 EST 2001,462077.267,0.09999998886519974,4.3,0.0,67.2,0.0,1179866.3,0.0
Fri Mar 09 22:00:00 EST 2001,462539.3443,0.10000000714166371,4.3,0.0,67.2,0.0,1179866.3,0.0
Sat Mar 10 22:00:00 EST 2001,463002.34633333335,0.10010003236244747,4.3,0.0,67.2,0.0,1179866.3,0.0
Sun Mar 11 22:00:00 EST 2001,463465.3483666667,0.09999993239775488,4.3,0.0,67.2,0.0,1179866.3,0.0
Mon Mar 12 22:00:00 EST 2001,463928.3504,0.09990003243284414,4.3,0.0,67.2,0.0,1179866.3,0.0
Tue Mar 13 22:00:00 EST 2001,464392.2788,0.10000001069130075,4.3,0.0,67.2,0.0,1179866.3,0.0
Wed Mar 14 22:00:00 EST 2001,464856.671,0.09999998303158741,4.3,0.0,67.2,0.0,1176940.9,-0.24794334747929825
Thu Mar 15 22:00:00 EST 2001,465321.5277,0.1000000062384829,4.3,0.0,67.2,0.0,1176940.9,0.0
Fri Mar 16 22:00:00 EST 2001,465786.8492,0.09999999404713122,4.3,0.0,67.2,0.0,1176940.9,0.0
Sat Mar 17 22:00:00 EST 2001,466253.102,0.10010003519867873,4.3,0.0,67.2,0.0,1176940.9,0.0
Sun Mar 18 22:00:00 EST 2001,466719.3548,0.09999993522830403,4.3,0.0,67.2,0.0,1176940.9,0.0
Mon Mar 19 22:00:00 EST 2001,467185.6076,0.09990003525776571,4.3,0.0,67.2,0.0,1176940.9,0.0
Tue Mar 20 22:00:00 EST 2001,467652.7932,0.09999999837324315,4.3,0.0,67.2,0.0,1176940.9,0.0
Wed Mar 21 22:00:00 EST 2001,468120.446,0.10000000145406629,4.3,0.0,67.2,0.0,1200892.1,2.0350384628489153
Thu Mar 22 22:00:00 EST 2001,468588.5665,0.1000000115354968,4.3,0.0,67.2,0.0,1200892.1,0.0
Fri Mar 23 22:00:00 EST 2001,469057.155,0.09999998580844856,4.3,0.0,67.2,0.0,1200892.1,0.0
Sat Mar 24 22:00:00 EST 2001,469526.6813666667,0.10010003294090201,4.3,0.0,67.2,0.0,1200892.1,0.0
Sun Mar 25 22:00:00 EST 2001,469996.20773333334,0.09999993297505311,4.3,0.0,67.2,0.0,1200892.1,0.0
Mon Mar 26 22:00:00 EST 2001,470465.7341,0.09990003300900205,4.3,0.0,67.2,0.0,1200892.1,0.0
Tue Mar 27 22:00:00 EST 2001,470936.1999,0.10000001400739748,4.3,0.0,67.2,0.0,1200892.1,0.0
Wed Mar 28 22:00:00 EST 2001,471407.1361,0.10000000002123353,4.3,0.0,67.2,0.0,1192879.9,-0.6671873351486104
Thu Mar 29 22:00:00 EST 2001,471878.5432,0.09999999234207844,4.3,0.0,67.2,0.0,1192879.9,0.0
Fri Mar 30 22:00:00 EST 2001,472350.4217,0.09999999084510007,4.3,0.0,67.2,0.0,1192879.9,0.0
Sat Mar 31 22:00:00 EST 2001,472823.24463333335,0.10010003412967076,4.3,0.0,67.2,0.0,1192879.9,0.0
Sun Apr 01 22:00:00 EDT 2001,473296.06756666664,0.0999999341614332,4.4,2.32558139534885,66.9,-0.4464285714285672,1192879.9,0.0
Mon Apr 02 22:00:00 EDT 2001,473768.8905,0.09990003419302525,4.4,0.0,66.9,0.0,1192879.9,0.0
Tue Apr 03 22:00:00 EDT 2001,474242.6594,0.10000000200520227,4.4,0.0,66.9,0.0,1192879.9,0.0
Wed Apr 04 22:00:00 EDT 2001,474716.9021,0.10000000856101865,4.4,0.0,66.9,0.0,1213275.3,1.7097613934143867
Thu Apr 05 22:00:00 EDT 2001,475191.619,0.09999999955763096,4.4,0.0,66.9,0.0,1213275.3,0.0
Fri Apr 06 22:00:00 EDT 2001,475666.8106,0.09999999600161721,4.4,0.0,66.9,0.0,1213275.3,0.0
Sat Apr 07 22:00:00 EDT 2001,476142.95323333336,0.10010003277982257,4.4,0.0,66.9,0.0,1213275.3,0.0
Sun Apr 08 22:00:00 EDT 2001,476619.09586666664,0.09999993281428345,4.4,0.0,66.9,0.0,1213275.3,0.0
Mon Apr 09 22:00:00 EDT 2001,477095.2385,0.09990003284856565,4.4,0.0,66.9,0.0,1213275.3,0.0
Tue Apr 10 22:00:00 EDT 2001,477572.3337,0.09999999193034072,4.4,0.0,66.9,0.0,1213275.3,0.0
Wed Apr 11 22:00:00 EDT 2001,478049.9061,0.10000001388271468,4.4,0.0,66.9,0.0,1210068.8,-0.2642846186681621
Thu Apr 12 22:00:00 EDT 2001,478527.956,0.09999999872397916,4.4,0.0,66.9,0.0,1210068.8,0.0
Fri Apr 13 22:00:00 EDT 2001,479007.202225,0.10015009969449097,4.4,0.0,66.9,0.0,1210068.8,0.0
Sat Apr 14 22:00:00 EDT 2001,479486.44845,0.10004989962027702,4.4,0.0,66.9,0.0,1210068.8,0.0
Sun Apr 15 22:00:00 EDT 2001,479965.69467500004,0.09994989984581071,4.4,0.0,66.9,0.0,1210068.8,0.0
Mon Apr 16 22:00:00 EDT 2001,480444.9409,0.09985009977108145,4.4,0.0,66.9,0.0,1210068.8,0.0
Tue Apr 17 22:00:00 EDT 2001,480925.3858,0.09999999148705828,4.4,0.0,66.9,0.0,1210068.8,0.0
Wed Apr 18 22:00:00 EDT 2001,481406.3112,0.10000000295264251,4.4,0.0,66.9,0.0,1221204.3,0.9202369319827104
Thu Apr 19 22:00:00 EDT 2001,481887.7175,0.09999999767348947,4.4,0.0,66.9,0.0,1221204.3,0.0
Fri Apr 20 22:00:00 EDT 2001,482369.6052,0.09999999636844092,4.4,0.0,66.9,0.0,1221204.3,0.0
Sat Apr 21 22:00:00 EDT 2001,482852.45736666664,0.10010003977478002,4.4,0.0,66.9,0.0,1221204.3,0.0
Sun Apr 22 22:00:00 EDT 2001,483335.3095333333,0.09999993979527019,4.4,0.0,66.9,0.0,1221204.3,0.0
Mon Apr 23 22:00:00 EDT 2001,483818.1617,0.09990003981561117,4.4,0.0,66.9,0.0,1221204.3,0.0
Tue Apr 24 22:00:00 EDT 2001,484301.9798,0.09999998724726974,4.4,0.0,66.9,0.0,1221204.3,0.0
Wed Apr 25 22:00:00 EDT 2001,484786.2818,0.10000000417095656,4.4,0.0,66.9,0.0,1211251.3,-0.8150151452955087
Thu Apr 26 22:00:00 EDT 2001,485271.0681,0.1000000037542271,4.4,0.0,66.9,0.0,1211251.3,0.0
Fri Apr 27 22:00:00 EDT 2001,485756.3391,0.09999998596660782,4.4,0.0,66.9,0.0,1211251.3,0.0
Sat Apr 28 22:00:00 EDT 2001,486242.58136666665,0.10010003524968265,4.4,0.0,66.9,0.0,1211251.3,0.0
Sun Apr 29 22:00:00 EDT 2001,486728.8236333333,0.0999999352792185,4.4,0.0,66.9,0.0,1211251.3,0.0
Mon Apr 30 22:00:00 EDT 2001,487215.0659,0.09990003530856602,4.4,0.0,66.9,0.0,1211251.3,0.0
Tue May 01 22:00:00 EDT 2001,487702.281,0.10000000699896879,4.3,-2.2727272727272845,66.7,-0.29895366218236596,1211251.3,0.0
Wed May 02 22:00:00 EDT 2001,488189.9833,0.1000000038958203,4.3,0.0,66.7,0.0,1198190.1,-1.0783228880745022
Thu May 03 22:00:00 EDT 2001,488678.1733,0.10000000342079987,4.3,0.0,66.7,0.0,1198190.1,0.0
Fri May 04 22:00:00 EDT 2001,489166.8514,0.09999998500034521,4.3,0.0,66.7,0.0,1198190.1,0.0
Sat May 05 22:00:00 EDT 2001,489656.5076,0.10010003715473079,4.3,0.0,66.7,0.0,1198190.1,0.0
Sun May 06 22:00:00 EDT 2001,490146.1638,0.09999993718044656,4.3,0.0,66.7,0.0,1198190.1,0.0
Mon May 07 22:00:00 EDT 2001,490635.82,0.09990003720600918,4.3,0.0,66.7,0.0,1198190.1,0.0
Tue May 08 22:00:00 EDT 2001,491126.4558,0.09999999592365455,4.3,0.0,66.7,0.0,1198190.1,0.0
Wed May 09 22:00:00 EDT 2001,491617.5822,0.09999998863836573,4.3,0.0,66.7,0.0,1200878.4,0.22436339609214043
Thu May 10 22:00:00 EDT 2001,492109.1998,0.10000000362069998,4.3,0.0,66.7,0.0,1200878.4,0.0
Fri May 11 22:00:00 EDT 2001,492601.309,0.10000000004064265,4.3,0.0,66.7,0.0,1200878.4,0.0
Sat May 12 22:00:00 EDT 2001,493094.4030666667,0.10010003174122138,4.3,0.0,66.7,0.0,1200878.4,0.0
Sun May 13 22:00:00 EDT 2001,493587.49713333335,0.09999993177777064,4.3,0.0,66.7,0.0,1200878.4,0.0
Mon May 14 22:00:00 EDT 2001,494080.5912,0.09990003181411056,4.3,0.0,66.7,0.0,1200878.4,0.0
Tue May 15 22:00:00 EDT 2001,494574.6718,0.10000000178108323,4.3,0.0,66.7,0.0,1200878.4,0.0
Wed May 16 22:00:00 EDT 2001,495069.2465,0.1000000057018685,4.3,0.0,66.7,0.0,1177689.9,-1.9309615361555343
Thu May 17 22:00:00 EDT 2001,495564.3158,0.10000001080656375,4.3,0.0,66.7,0.0,1177689.9,0.0
Fri May 18 22:00:00 EDT 2001,496059.8801,0.09999999681172106,4.3,0.0,66.7,0.0,1177689.9,0.0
Sat May 19 22:00:00 EDT 2001,496556.4362,0.10010003225817961,4.3,0.0,66.7,0.0,1177689.9,0.0
Sun May 20 22:00:00 EDT 2001,497052.99230000004,0.09999993229370717,4.3,0.0,66.7,0.0,1177689.9,0.0
Mon May 21 22:00:00 EDT 2001,497549.5484,0.09990003232900506,4.3,0.0,66.7,0.0,1177689.9,0.0
Tue May 22 22:00:00 EDT 2001,498047.0979,0.0999999902723185,4.3,0.0,66.7,0.0,1177689.9,0.0
Wed May 23 22:00:00 EDT 2001,498545.145,0.10000000042165193,4.3,0.0,66.7,0.0,1176532.3,-0.09829412649287902
Thu May 24 22:00:00 EDT 2001,499043.6902,0.10000001103209885,4.3,0.0,66.7,0.0,1176532.3,0.0
Fri May 25 22:00:00 EDT 2001,499542.7339,0.10000000196375194,4.3,0.0,66.7,0.0,1176532.3,0.0
Sat May 26 22:00:00 EDT 2001,500043.02645,0.1001501004917355,4.3,0.0,66.7,0.0,1176532.3,0.0
Sun May 27 22:00:00 EDT 2001,500543.319,0.10004990041592708,4.3,0.0,66.7,0.0,1176532.3,0.0
Mon May 28 22:00:00 EDT 2001,501043.61155000003,0.09994990063987105,4.3,0.0,66.7,0.0,1176532.3,0.0
Tue May 29 22:00:00 EDT 2001,501543.9041,0.09985010056355734,4.3,0.0,66.7,0.0,1176532.3,0.0
Wed May 30 22:00:00 EDT 2001,502045.448,0.09999999918252214,4.3,0.0,66.7,0.0,1179118.1,0.2197814713629236
Thu May 31 22:00:00 EDT 2001,502547.4934,0.09999999043911313,4.3,0.0,66.7,0.0,1179118.1,0.0
Fri Jun 01 22:00:00 EDT 2001,503050.0409,0.10000000131331752,4.5,4.651162790697678,66.7,0.0,1179118.1,0.0
Sat Jun 02 22:00:00 EDT 2001,503553.5941666667,0.10010003493206256,4.5,0.0,66.7,0.0,1179118.1,0.0
Sun Jun 03 22:00:00 EDT 2001,504057.14743333333,0.09999993496223332,4.5,0.0,66.7,0.0,1179118.1,0.0
Mon Jun 04 22:00:00 EDT 2001,504560.7007,0.09990003499221385,4.5,0.0,66.7,0.0,1179118.1,0.0
Tue Jun 05 22:00:00 EDT 2001,505065.2614,0.09999999986127159,4.5,0.0,66.7,0.0,1179118.1,0.0
Wed Jun 06 22:00:00 EDT 2001,505570.3266,0.09999998784314601,4.5,0.0,66.7,0.0,1168242.5,-0.9223503565927869
Thu Jun 07 22:00:00 EDT 2001,506075.897,0.10000001451826226,4.5,0.0,66.7,0.0,1168242.5,0.0
Fri Jun 08 22:00:00 EDT 2001,506581.9729,0.10000000059279572,4.5,0.0,66.7,0.0,1168242.5,0.0
Sat Jun 09 22:00:00 EDT 2001,507089.0616,0.10010002864829974,4.5,0.0,66.7,0.0,1168242.5,0.0
Sun Jun 10 22:00:00 EDT 2001,507596.1503,0.09999992869102027,4.5,0.0,66.7,0.0,1168242.5,0.0
Mon Jun 11 22:00:00 EDT 2001,508103.239,0.0999000287335359,4.5,0.0,66.7,0.0,1168242.5,0.0
Tue Jun 12 22:00:00 EDT 2001,508611.3423,0.10000001200543755,4.5,0.0,66.7,0.0,1168242.5,0.0
Wed Jun 13 22:00:00 EDT 2001,509119.9536,0.09999999168323492,4.5,0.0,66.7,0.0,1151981.9,-1.3918856744212005
Thu Jun 14 22:00:00 EDT 2001,509629.0736,0.10000000911376485,4.5,0.0,66.7,0.0,1151981.9,0.0
Fri Jun 15 22:00:00 EDT 2001,510138.7026,0.09999998555812678,4.5,0.0,66.7,0.0,1151981.9,0.0
Sat Jun 16 22:00:00 EDT 2001,510649.35163333337,0.10010003764285057,4.5,0.0,66.7,0.0,1151981.9,0.0
Sun Jun 17 22:00:00 EDT 2001,511160.00066666666,0.09999993766759106,4.5,0.0,66.7,0.0,1151981.9,0.0
Mon Jun 18 22:00:00 EDT 2001,511670.6497,0.09990003769218038,4.5,0.0,66.7,0.0,1151981.9,0.0
Tue Jun 19 22:00:00 EDT 2001,512182.3203,0.09999999028672295,4.5,0.0,66.7,0.0,1151981.9,0.0
Wed Jun 20 22:00:00 EDT 2001,512694.5027,0.10000001556086327,4.5,0.0,66.7,0.0,1157277.5,0.45969472263410505
Thu Jun 21 22:00:00 EDT 2001,513207.1972,0.09999999947336731,4.5,0.0,66.7,0.0,1157277.5,0.0
Fri Jun 22 22:00:00 EDT 2001,513720.4044,0.10000000054558947,4.5,0.0,66.7,0.0,1157277.5,0.0
Sat Jun 23 22:00:00 EDT 2001,514234.6386666667,0.10010002761468967,4.5,0.0,66.7,0.0,1157277.5,0.0
Sun Jun 24 22:00:00 EDT 2001,514748.8729333334,0.09999992765948787,4.5,0.0,66.7,0.0,1157277.5,0.0
Mon Jun 25 22:00:00 EDT 2001,515263.1072,0.0999000277040407,4.5,0.0,66.7,0.0,1157277.5,0.0
Tue Jun 26 22:00:00 EDT 2001,515778.3703,0.09999999860265212,4.5,0.0,66.7,0.0,1157277.5,0.0
Wed Jun 27 22:00:00 EDT 2001,516294.1487,0.10000000575828918,4.5,0.0,66.7,0.0,1149595.4,-0.6638079458038451
Thu Jun 28 22:00:00 EDT 2001,516810.4429,0.10000000993619702,4.5,0.0,66.7,0.0,1149595.4,0.0
Fri Jun 29 22:00:00 EDT 2001,517327.2533,0.0999999916990761,4.5,0.0,66.7,0.0,1149595.4,0.0
Sat Jun 30 22:00:00 EDT 2001,517845.09806666663,0.10010003597594093,4.5,0.0,66.7,0.0,1149595.4,0.0
Sun Jul 01 22:00:00 EDT 2001,518362.9428333333,0.09999993600402499,4.6,2.2222222222222143,66.8,0.14992503748125086,1149595.4,0.0
Mon Jul 02 22:00:00 EDT 2001,518880.7876,0.0999000360319363,4.6,0.0,66.8,0.0,1149595.4,0.0
Tue Jul 03 22:00:00 EDT 2001,519399.6684,0.10000000238976717,4.6,0.0,66.8,0.0,1149595.4,0.0
Wed Jul 04 22:00:00 EDT 2001,519919.32775000005,0.10004999648937603,4.6,0.0,66.8,0.0,1161203.5,1.009755258241299
Thu Jul 05 22:00:00 EDT 2001,520438.9871,0.09994999652135408,4.6,0.0,66.8,0.0,1161203.5,0.0
Fri Jul 06 22:00:00 EDT 2001,520959.4261,0.10000000247866803,4.6,0.0,66.8,0.0,1161203.5,0.0
Sat Jul 07 22:00:00 EDT 2001,521480.9066666667,0.10010003477057623,4.6,0.0,66.8,0.0,1161203.5,0.0
Sun Jul 08 22:00:00 EDT 2001,522002.3872333333,0.09999993480105863,4.6,0.0,66.8,0.0,1161203.5,0.0
Mon Jul 09 22:00:00 EDT 2001,522523.8678,0.09990003483137219,4.6,0.0,66.8,0.0,1161203.5,0.0
Tue Jul 10 22:00:00 EDT 2001,523046.3916,0.0999999870245097,4.6,0.0,66.8,0.0,1161203.5,0.0
Wed Jul 11 22:00:00 EDT 2001,523569.438,0.1000000016059857,4.6,0.0,66.8,0.0,1164549.0,0.288106262166795
Thu Jul 12 22:00:00 EDT 2001,524093.0075,0.10000001184178806,4.6,0.0,66.8,0.0,1164549.0,0.0
Fri Jul 13 22:00:00 EDT 2001,524617.1005,0.09999999856894395,4.6,0.0,66.8,0.0,1164549.0,0.0
Sat Jul 14 22:00:00 EDT 2001,525142.2423666667,0.10010002841429118,4.6,0.0,66.8,0.0,1164549.0,0.0
Sun Jul 15 22:00:00 EDT 2001,525667.3842333334,0.09999992845749098,4.6,0.0,66.8,0.0,1164549.0,0.0
Mon Jul 16 22:00:00 EDT 2001,526192.5261,0.09990002850043934,4.6,0.0,66.8,0.0,1164549.0,0.0
Tue Jul 17 22:00:00 EDT 2001,526718.7187,0.10000001404427988,4.6,0.0,66.8,0.0,1164549.0,0.0
Wed Jul 18 22:00:00 EDT 2001,527245.4374,0.0999999964497341,4.6,0.0,66.8,0.0,1165518.8,0.08327687370819489
Thu Jul 19 22:00:00 EDT 2001,527772.6828,0.09999999290651006,4.6,0.0,66.8,0.0,1165518.8,0.0
Fri Jul 20 22:00:00 EDT 2001,528300.4555,0.10000000325899563,4.6,0.0,66.8,0.0,1165518.8,0.0
Sat Jul 21 22:00:00 EDT 2001,528829.2844333333,0.10010003357517065,4.6,0.0,66.8,0.0,1165518.8,0.0
Sun Jul 22 22:00:00 EDT 2001,529358.1133666667,0.09999993360807587,4.6,0.0,66.8,0.0,1165518.8,0.0
Mon Jul 23 22:00:00 EDT 2001,529886.9423,0.09990003364073867,4.6,0.0,66.8,0.0,1165518.8,0.0
